age,gender,department,job_level,marital_status,monthly_income,years_at_company,overtime,performance_rating,distance_from_home_km,training_hours_last_year,Attrition
60,M,Sales,2,Single,3505.0,23,Yes,3,11.1,20.0,0
63,M,Sales,1,Married,7423.0,7,No,2,2.1,33.0,0
52,F,HR,2,Single,8115.0,8,No,3,-0.3999999999999999,83.0,0
52,F,Engineering,2,Married,4251.0,39,No,3,0.6000000000000001,59.0,0
38,M,Engineering,1,Single,7025.0,19,No,2,15.8,61.0,0
23,F,Sales,3,Divorced,5805.0,10,No,3,7.9,38.0,1
49,F,Sales,2,Married,4795.0,3,No,3,13.7,81.0,0
28,F,Engineering,2,Single,6691.0,14,No,3,9.6,150.0,0
43,M,Sales,1,Married,4065.0,37,No,3,12.0,48.0,0
37,M,Support,2,Single,3466.0,31,Yes,2,3.7,86.0,0
27,M,Support,5,Single,9715.0,30,No,2,7.6,124.0,0
49,M,Engineering,1,Married,5718.0,40,No,3,15.5,36.0,0
43,M,Engineering,2,Married,5941.0,12,No,3,-1.0,60.0,0
48,F,Engineering,2,Single,10809.0,6,No,3,6.699999999999999,133.0,0
27,M,Sales,1,Single,16630.0,8,Yes,3,17.4,48.0,0
37,F,Engineering,2,Single,4342.0,27,Yes,3,9.2,16.0,0
47,M,Sales,1,Married,9118.0,39,Yes,3,2.3,119.0,0
44,M,Sales,3,Single,6510.0,40,No,3,9.7,160.0,0
60,F,Finance,2,Single,11484.0,35,No,2,3.2,128.0,0
43,F,Support,2,Divorced,7533.0,11,No,2,4.5,52.0,0
50,M,Finance,2,Married,11008.0,21,No,3,26.0,169.0,0
51,M,Engineering,4,Married,13638.0,30,No,4,12.6,182.0,0
41,F,Engineering,2,Divorced,7468.0,32,No,4,6.4,181.0,0
30,F,Engineering,1,Married,10594.0,10,No,3,2.8,43.0,0
34,M,Sales,3,Married,16698.0,6,No,4,16.1,189.0,0
18,M,Support,1,Married,8097.0,27,Yes,2,6.199999999999999,74.0,0
29,M,Finance,2,Married,9413.0,8,No,2,17.5,185.0,0
27,F,Sales,1,Married,4374.0,15,No,3,10.1,199.0,0
37,F,Engineering,3,Married,4437.0,17,No,4,0.6000000000000001,70.0,0
39,F,Support,5,Married,7081.0,29,Yes,3,17.4,186.0,0
57,F,Engineering,3,Single,8150.0,35,No,3,1.1,180.0,0
45,F,Support,2,Married,5554.0,30,No,4,12.5,81.0,0
39,M,Engineering,3,Divorced,5260.0,33,No,2,7.699999999999999,177.0,0
46,M,Engineering,5,Single,4917.0,7,No,3,13.9,35.0,0
35,F,Engineering,2,Divorced,2413.0,19,No,3,6.4,165.0,0
29,M,Engineering,1,Married,3012.0,39,No,4,4.4,142.0,0
28,M,Engineering,3,Divorced,5455.0,31,No,3,8.1,11.0,0
41,M,Sales,4,Married,7985.0,37,No,3,17.5,60.0,0
32,F,Support,3,Single,9057.0,8,Yes,3,15.3,145.0,0
60,M,Sales,1,Married,5152.0,31,No,3,6.0,77.0,0
38,M,Sales,3,Single,3262.0,10,Yes,3,10.1,69.0,1
19,M,Sales,1,Married,5410.0,39,No,3,4.2,8.0,0
24,F,Support,1,Single,4898.0,33,No,3,5.5,36.0,0
57,M,Sales,5,Married,14915.0,17,Yes,3,4.4,50.0,0
47,M,Sales,2,Single,8093.0,40,No,4,6.300000000000001,5.0,0
50,F,Support,3,Married,8535.0,12,No,3,9.8,14.0,0
44,M,Engineering,2,Single,4430.0,30,No,3,8.7,78.0,0
32,M,Finance,3,Married,6630.0,27,No,2,9.9,168.0,0
61,F,Support,3,Married,19498.0,14,No,3,15.7,78.0,0
40,F,HR,1,Divorced,7751.0,11,No,3,2.6,25.0,0
60,F,Engineering,1,Married,3881.0,27,No,3,17.3,158.0,0
49,F,Sales,1,Single,8206.0,27,No,3,2.2,52.0,0
45,M,Engineering,1,Single,8466.0,16,Yes,3,0.1,95.0,0
42,F,Engineering,5,Single,3349.0,29,No,4,0.2000000000000001,155.0,0
36,F,Finance,3,Single,11490.0,28,Yes,3,1.4,80.0,0
60,M,Sales,3,Married,10810.0,27,No,3,10.3,91.0,0
62,M,Engineering,2,Married,4007.0,3,No,2,1.2000000000000002,172.0,0
62,F,Engineering,3,Married,7796.0,20,No,3,8.4,4.0,0
63,F,Engineering,1,Single,3347.0,24,Yes,3,15.6,175.0,0
33,F,Finance,1,Single,11174.0,15,Yes,3,7.1,6.0,0
60,F,HR,1,Married,5954.0,28,No,4,-1.5,120.0,0
52,M,Sales,1,Single,5277.0,12,No,4,1.9,105.0,0
60,M,HR,4,Married,4845.0,39,No,1,20.5,74.0,0
38,M,Engineering,3,Married,8305.0,40,No,3,9.0,6.0,0
39,F,Finance,2,Married,8279.0,15,No,2,2.9000000000000004,156.0,0
35,F,Finance,4,Single,6719.0,7,No,2,2.9000000000000004,155.0,0
50,F,Support,1,Married,4099.0,10,No,3,7.5,26.0,0
31,F,Sales,1,Divorced,4887.0,4,Yes,3,7.300000000000001,12.0,0
36,F,HR,2,Married,8556.0,1,Yes,3,-0.1999999999999999,102.0,0
37,M,Sales,1,Married,12969.0,27,Yes,2,7.300000000000001,146.0,0
59,F,Engineering,3,Married,2534.0,10,No,3,6.699999999999999,134.0,0
25,F,Finance,2,Single,6230.0,1,No,3,8.1,57.0,0
26,F,Sales,5,Single,4632.0,3,No,3,8.4,39.0,0
38,F,HR,2,Single,3555.0,16,No,3,1.2000000000000002,17.0,0
40,F,Sales,1,Married,10169.0,12,No,3,3.8,13.0,0
61,F,Sales,1,Married,5933.0,25,No,4,4.1,166.0,0
55,M,Sales,1,Married,4392.0,9,No,2,27.3,149.0,1
34,F,Engineering,2,Divorced,4251.0,3,No,2,11.8,1.0,0
55,F,Finance,2,Single,9545.0,22,No,2,0.7999999999999998,131.0,0
29,M,HR,3,Single,4144.0,19,No,2,16.5,115.0,0
23,F,HR,2,Married,5211.0,37,No,3,3.7,144.0,0
46,M,Engineering,2,Single,7308.0,7,No,3,26.3,128.0,0
40,F,Sales,2,Divorced,8568.0,3,No,2,1.5,175.0,0
45,F,Sales,1,Single,5076.0,33,Yes,3,11.9,112.0,1
24,M,Engineering,1,Married,10036.0,8,Yes,2,0.1,24.0,0
51,F,Sales,2,Married,6233.0,28,No,3,11.6,80.0,0
43,F,HR,3,Married,8488.0,27,No,3,1.4,18.0,0
64,F,Engineering,1,Married,7135.0,37,No,3,13.5,55.0,0
63,M,HR,2,Married,11115.0,30,No,4,5.9,186.0,0
59,M,Finance,1,Divorced,15213.0,25,No,3,0.0,167.0,0
49,M,Support,1,Divorced,5681.0,9,No,3,11.4,124.0,0
30,M,Support,1,Married,6817.0,34,Yes,3,16.4,103.0,0
41,F,Support,5,Single,5028.0,28,No,2,10.1,7.0,0
51,M,Engineering,2,Married,5805.0,17,Yes,3,5.7,50.0,0
19,F,Engineering,1,Married,5490.0,15,No,4,1.7000000000000002,153.0,0
53,M,Support,3,Single,14857.0,14,No,2,3.5,51.0,0
55,F,Sales,1,Married,13304.0,4,No,2,8.4,94.0,0
38,M,Finance,2,Married,2794.0,30,No,3,6.0,139.0,0
36,M,Support,1,Single,6783.0,28,No,2,2.1,3.0,0
60,F,Engineering,1,Single,20150.0,7,No,3,9.0,100.0,0
42,F,Engineering,1,Married,6089.0,32,No,3,8.7,135.0,1
62,M,Engineering,3,Single,5472.0,24,No,3,41.7,86.0,0
29,M,Support,1,Married,6118.0,39,No,3,1.7999999999999998,29.0,0
45,F,Sales,2,Married,12807.0,28,No,4,7.199999999999999,146.0,0
47,M,Engineering,1,Married,16555.0,12,No,2,5.1,98.0,0
57,F,Finance,2,Single,6438.0,29,Yes,3,4.8,171.0,0
49,F,HR,1,Divorced,3865.0,8,No,1,5.8,92.0,0
18,F,Engineering,2,Married,9237.0,12,No,3,4.4,123.0,0
41,F,Support,3,Married,7091.0,34,No,3,11.9,27.0,0
34,M,Engineering,2,Single,7847.0,32,Yes,3,4.1,83.0,0
26,M,Sales,2,Single,7287.0,39,Yes,1,21.4,65.0,1
58,F,Finance,1,Divorced,7922.0,4,No,2,0.7000000000000002,76.0,0
45,M,Sales,1,Married,7999.0,2,Yes,4,7.7,132.0,1
43,F,HR,1,Single,5023.0,40,Yes,3,33.6,44.0,0
43,M,Support,1,Single,12100.0,21,Yes,1,7.9,35.0,0
41,F,Engineering,1,Single,4474.0,17,No,3,5.9,187.0,0
24,M,Engineering,4,Married,10627.0,35,No,3,5.8,55.0,0
32,F,Sales,5,Married,8118.0,1,No,3,7.0,115.0,0
42,F,Engineering,4,Divorced,6429.0,33,Yes,3,6.1,4.0,0
38,M,Sales,3,Single,8433.0,14,No,4,6.699999999999999,72.0,0
56,M,Engineering,1,Single,7641.0,27,Yes,4,5.4,123.0,0
62,M,HR,2,Married,4025.0,21,No,3,-0.3,124.0,0
52,M,Support,1,Married,5308.0,12,No,3,10.7,85.0,0
19,M,Finance,1,Single,5706.0,25,No,4,3.4000000000000004,176.0,0
52,F,Sales,2,Divorced,3308.0,28,No,3,27.1,175.0,0
59,F,Engineering,2,Married,6090.0,22,Yes,3,11.7,194.0,0
30,M,Support,2,Single,7027.0,33,Yes,4,5.6,149.0,0
48,F,Sales,1,Divorced,7089.0,18,No,3,3.0,38.0,0
48,M,Sales,5,Married,6310.0,0,No,4,0.8999999999999999,28.0,0
28,F,Support,2,Divorced,8660.0,27,No,1,7.800000000000001,151.0,0
43,F,Finance,3,Single,11906.0,17,Yes,3,3.4000000000000004,20.0,0
54,F,Sales,2,Married,22507.0,6,Yes,3,18.4,110.0,0
64,M,Finance,5,Married,22100.0,3,No,2,3.1,114.0,0
21,F,Sales,2,Divorced,5106.0,21,No,1,10.0,143.0,0
26,F,Engineering,2,Married,7396.0,8,No,3,2.6,142.0,0
49,M,Sales,3,Married,4521.0,0,Yes,3,7.0,59.0,1
57,F,Finance,2,Married,3720.0,11,No,4,10.6,75.0,0
46,F,HR,4,Married,9030.0,18,No,2,15.3,65.0,0
43,F,Support,3,Single,10888.0,19,No,1,6.6,38.0,0
63,F,Engineering,2,Single,7463.0,10,No,1,3.5,70.0,0
55,F,Finance,5,Married,21565.0,38,Yes,3,6.1,5.0,0
61,M,Engineering,2,Married,7216.0,31,No,3,3.1,55.0,0
55,M,Support,3,Single,4303.0,8,No,2,8.0,45.0,0
39,F,Engineering,3,Married,3395.0,7,Yes,1,7.0,101.0,1
28,M,Engineering,1,Married,9259.0,32,Yes,2,12.1,18.0,0
19,M,Engineering,2,Married,2483.0,17,Yes,2,11.1,120.0,0
32,M,Engineering,1,Single,5727.0,12,No,2,9.0,13.0,0
60,F,HR,5,Single,3922.0,27,Yes,3,15.0,153.0,1
55,M,Sales,2,Single,6218.0,22,No,3,4.1,192.0,0
43,F,Support,1,Married,13510.0,12,Yes,4,8.7,166.0,0
29,F,Finance,1,Married,17589.0,9,No,2,17.2,197.0,0
59,M,Engineering,3,Single,10672.0,13,Yes,4,9.9,67.0,0
18,M,Finance,3,Married,6391.0,35,Yes,3,0.6000000000000001,107.0,0
31,F,Sales,1,Single,9791.0,24,No,3,12.2,162.0,0
59,M,Sales,1,Married,8437.0,19,No,2,22.9,94.0,1
62,F,Support,5,Married,15413.0,8,Yes,1,11.6,198.0,0
35,M,Engineering,2,Married,5903.0,18,No,4,7.5,98.0,0
37,F,Finance,1,Married,7401.0,24,No,3,0.3999999999999999,157.0,0
31,M,Engineering,1,Single,16309.0,25,No,4,2.3,85.0,0
40,F,Engineering,2,Single,7622.0,6,No,3,11.9,124.0,0
37,M,Sales,2,Single,3963.0,3,Yes,2,15.5,131.0,1
20,M,Engineering,2,Married,6166.0,36,No,3,8.4,151.0,0
59,M,Engineering,1,Married,6690.0,17,No,3,18.0,54.0,0
38,F,Support,3,Single,8007.0,20,Yes,3,13.2,90.0,0
60,F,Sales,4,Divorced,11720.0,7,No,4,1.4,12.0,0
24,M,Engineering,3,Divorced,10175.0,40,Yes,4,9.1,123.0,0
49,F,Engineering,2,Married,6944.0,28,No,3,4.8,86.0,0
50,M,Support,4,Married,5027.0,8,Yes,3,-0.7,55.0,0
51,M,Support,3,Single,7141.0,5,No,3,4.9,125.0,0
58,M,Support,1,Single,18411.0,26,No,4,5.4,17.0,0
46,F,Support,2,Married,10534.0,2,Yes,3,8.5,157.0,0
47,F,Engineering,2,Single,8486.0,12,No,3,7.300000000000001,56.0,0
33,F,Sales,3,Married,4844.0,36,No,3,10.5,69.0,0
21,M,Support,5,Married,6237.0,7,Yes,3,21.3,45.0,0
18,M,Support,2,Married,5966.0,33,Yes,3,6.300000000000001,0.0,0
48,F,Support,1,Married,7960.0,23,Yes,3,8.4,168.0,0
50,M,Sales,4,Single,17780.0,30,No,2,5.6,71.0,0
28,M,Engineering,3,Married,13547.0,4,No,2,13.3,135.0,0
43,M,Sales,2,Single,10251.0,18,No,3,4.3,43.0,0
64,F,Sales,1,Single,5855.0,10,No,3,16.5,49.0,0
35,F,Engineering,1,Single,8092.0,13,No,3,14.1,8.0,0
25,F,Engineering,2,Married,17406.0,9,No,3,3.3,145.0,0
46,M,Support,1,Single,9132.0,26,No,3,3.1,114.0,0
21,F,Engineering,1,Single,7111.0,40,No,3,16.1,9.0,0
62,F,Engineering,5,Married,7391.0,12,Yes,2,5.3,8.0,0
42,M,Engineering,4,Single,9297.0,19,No,3,4.4,28.0,0
39,M,Engineering,1,Married,6005.0,15,Yes,2,1.2000000000000002,12.0,0
56,F,Support,2,Married,7324.0,30,Yes,3,20.8,29.0,1
40,F,Engineering,2,Single,4583.0,28,Yes,4,3.8,54.0,0
34,F,Sales,1,Married,13027.0,9,No,3,25.5,159.0,0
54,F,Sales,3,Single,3784.0,8,No,2,12.1,15.0,0
46,M,Support,2,Married,7747.0,7,Yes,3,22.8,68.0,1
20,M,Sales,1,Single,12881.0,3,Yes,3,22.9,89.0,0
56,F,Engineering,1,Married,4052.0,20,No,3,11.9,93.0,0
50,M,Engineering,2,Married,6725.0,17,No,3,3.0,150.0,0
47,M,Engineering,1,Divorced,4175.0,4,No,1,7.1,194.0,0
47,M,Support,4,Single,5545.0,11,No,4,13.3,79.0,0
41,F,Sales,5,Married,8648.0,5,Yes,3,16.5,129.0,0
26,F,Sales,2,Married,15660.0,25,No,4,5.7,163.0,0
43,M,Sales,3,Married,11581.0,32,No,1,2.0,87.0,0
53,F,Sales,2,Single,3988.0,6,No,4,0.1,76.0,0
53,M,Engineering,1,Married,8449.0,9,No,3,1.2000000000000002,112.0,0
35,M,Finance,1,Married,18335.0,22,No,3,11.1,129.0,0
51,M,Engineering,2,Single,17772.0,1,No,4,9.5,118.0,0
31,M,Finance,1,Married,6024.0,37,No,3,1.7000000000000002,33.0,0
21,M,Engineering,1,Single,11871.0,26,No,3,7.4,83.0,0
37,M,Engineering,1,Single,4773.0,3,No,2,10.1,2.0,0
48,M,Engineering,1,Single,6370.0,26,No,3,43.2,37.0,0
21,F,Sales,5,Married,6322.0,19,No,3,5.4,94.0,0
32,F,Engineering,1,Single,8802.0,37,No,2,21.5,119.0,0
54,F,Engineering,3,Married,3484.0,3,No,2,1.2000000000000002,12.0,0
22,F,Engineering,2,Single,6127.0,24,Yes,2,1.0,11.0,0
49,M,HR,1,Single,13366.0,21,No,3,3.7,80.0,0
22,F,Support,2,Single,5027.0,34,No,2,9.1,195.0,0
40,F,Finance,2,Single,8277.0,33,No,4,4.7,105.0,0
23,M,Support,3,Single,11005.0,20,Yes,2,19.2,74.0,0
55,F,Finance,2,Married,3576.0,2,No,2,2.0,199.0,0
53,F,Finance,4,Single,4760.0,32,No,2,34.7,2.0,0
39,M,Finance,3,Single,9499.0,12,Yes,4,9.3,125.0,1
20,F,Engineering,3,Married,9281.0,0,No,2,10.7,25.0,0
40,F,Engineering,2,Single,10999.0,39,No,4,21.8,3.0,0
47,F,Sales,2,Single,5656.0,25,No,4,4.5,187.0,0
22,M,Engineering,4,Divorced,5788.0,14,Yes,3,13.2,70.0,0
55,M,Engineering,1,Single,7547.0,33,No,3,3.3,166.0,0
52,F,Sales,1,Divorced,6795.0,12,Yes,4,5.1,110.0,0
47,F,Sales,1,Divorced,6641.0,10,Yes,3,9.3,110.0,0
48,M,Finance,2,Single,3908.0,26,No,2,4.9,61.0,0
46,M,Finance,4,Married,3298.0,21,No,3,0.0,50.0,0
62,F,Sales,1,Married,3351.0,18,No,3,7.199999999999999,82.0,0
51,F,Sales,1,Married,9278.0,35,No,3,29.9,113.0,0
46,M,Sales,1,Divorced,15193.0,39,No,3,6.0,71.0,0
29,M,Support,5,Married,3490.0,22,No,3,9.2,21.0,0
50,M,Engineering,1,Single,11695.0,18,No,2,24.9,17.0,0
35,F,HR,4,Married,6129.0,21,No,2,6.4,3.0,0
50,M,Support,3,Single,3828.0,25,No,4,5.4,27.0,0
46,F,Finance,3,Married,6297.0,14,No,3,12.3,136.0,0
57,F,Engineering,1,Single,10341.0,3,No,3,-0.6000000000000001,112.0,0
30,F,Finance,1,Single,5818.0,30,No,3,2.1,195.0,0
45,M,Sales,2,Married,4650.0,15,No,3,14.4,170.0,0
29,M,Sales,1,Married,3185.0,32,Yes,3,7.0,62.0,0
49,M,Sales,1,Married,7299.0,11,No,1,3.2,12.0,0
48,M,Finance,2,Divorced,4835.0,11,No,2,4.6,163.0,0
27,F,Support,2,Single,6866.0,5,No,4,3.6,173.0,0
18,F,Sales,1,Single,2326.0,1,No,2,23.7,108.0,0
56,F,Sales,5,Divorced,5855.0,16,Yes,3,6.199999999999999,91.0,0
18,F,Engineering,2,Married,5075.0,26,Yes,3,2.7,36.0,0
32,M,Sales,2,Married,4153.0,34,Yes,3,11.2,141.0,1
29,F,Engineering,1,Married,11018.0,27,No,2,5.2,2.0,0
24,F,Engineering,3,Single,10353.0,7,No,4,5.7,30.0,0
57,M,Engineering,2,Married,5429.0,6,No,3,11.8,158.0,0
44,F,Engineering,1,Divorced,10154.0,0,No,2,1.6,168.0,0
59,M,Engineering,1,Married,4442.0,30,No,2,9.1,44.0,0
36,M,HR,2,Married,9147.0,38,Yes,1,6.0,94.0,0
54,M,Sales,2,Married,5557.0,16,No,2,4.8,199.0,0
60,F,Sales,1,Single,11081.0,20,No,2,2.6,134.0,0
26,F,Engineering,2,Single,13001.0,28,No,2,2.9000000000000004,107.0,0
26,F,Engineering,1,Single,5454.0,17,Yes,3,19.9,181.0,1
47,M,Finance,2,Married,3859.0,12,No,3,26.1,42.0,0
43,F,Sales,5,Single,3436.0,13,Yes,3,4.2,100.0,0
59,F,Sales,2,Divorced,13515.0,13,No,3,0.3999999999999999,103.0,0
33,M,Engineering,2,Single,3670.0,8,No,2,19.9,163.0,0
24,M,Support,2,Married,2079.0,35,No,2,12.9,68.0,0
19,F,Finance,1,Married,12253.0,27,No,1,26.6,86.0,0
64,M,Finance,2,Married,11016.0,16,Yes,3,24.4,139.0,0
31,F,Finance,2,Single,3385.0,20,No,4,7.699999999999999,51.0,0
54,F,Support,3,Married,3359.0,24,No,3,3.7,140.0,0
38,F,Engineering,4,Single,7052.0,33,Yes,3,10.7,134.0,0
57,F,Engineering,3,Single,5106.0,37,No,3,2.0,151.0,0
36,M,Finance,1,Single,4320.0,35,No,2,17.0,11.0,0
63,F,Sales,4,Married,8196.0,37,No,2,1.5,50.0,0
22,M,Finance,2,Single,5241.0,7,No,4,14.2,193.0,0
60,F,Sales,4,Divorced,7074.0,27,No,3,9.1,22.0,0
27,M,Support,3,Married,13984.0,18,No,3,4.6,60.0,0
54,M,Support,3,Divorced,2157.0,10,Yes,4,11.9,182.0,1
38,F,Finance,1,Married,7433.0,4,No,3,4.9,132.0,0
43,M,Support,1,Married,5661.0,0,Yes,4,-0.5,80.0,0
55,F,Engineering,3,Single,8689.0,40,No,1,0.5,33.0,0
54,M,Engineering,2,Single,3707.0,15,Yes,3,12.7,46.0,0
50,M,Support,3,Married,5216.0,2,Yes,3,7.6,199.0,0
59,F,Sales,1,Married,15362.0,17,Yes,4,20.2,190.0,0
36,F,Sales,1,Single,5968.0,19,No,3,9.2,161.0,0
18,M,Sales,2,Married,4158.0,10,Yes,4,16.8,27.0,0
56,F,Sales,3,Single,3488.0,32,No,3,8.8,141.0,0
22,F,Engineering,2,Single,5506.0,19,No,3,26.3,27.0,0
35,F,Engineering,4,Married,4604.0,39,No,3,6.4,134.0,0
32,M,Sales,4,Single,19377.0,39,No,2,1.6,87.0,0
59,F,Sales,5,Married,19900.0,37,No,3,9.4,126.0,0
33,M,Engineering,4,Single,11142.0,36,Yes,2,10.4,61.0,0
59,F,Sales,1,Married,7497.0,22,No,4,12.5,131.0,0
54,M,HR,2,Divorced,9235.0,14,No,3,-1.6,94.0,0
51,M,Engineering,4,Divorced,8837.0,18,No,2,15.1,52.0,0
47,F,Sales,2,Married,5783.0,40,Yes,3,11.6,61.0,0
34,F,Finance,1,Married,5022.0,27,No,1,3.2,6.0,0
49,M,Engineering,4,Single,6623.0,2,No,2,12.6,84.0,0
61,M,Engineering,2,Divorced,3165.0,13,No,4,22.5,120.0,1
54,M,Support,4,Divorced,7226.0,20,Yes,2,9.2,126.0,0
50,M,Engineering,1,Single,4003.0,18,No,3,16.6,195.0,0
35,F,Sales,1,Single,3608.0,5,No,3,15.6,124.0,0
40,M,Sales,2,Single,2838.0,7,Yes,4,14.7,75.0,0
38,M,Engineering,2,Married,15119.0,14,No,3,11.8,55.0,0
23,F,Engineering,3,Married,10884.0,0,No,2,1.7999999999999998,32.0,0
40,F,Sales,1,Single,6300.0,29,No,2,28.6,34.0,0
25,M,HR,2,Single,4844.0,28,No,2,3.5,145.0,0
45,F,Support,1,Married,4350.0,11,No,4,7.199999999999999,173.0,0
48,F,Engineering,3,Married,6365.0,23,No,3,4.2,151.0,0
38,F,Engineering,1,Single,4672.0,27,No,4,10.7,188.0,1
44,F,Support,1,Married,6401.0,14,No,3,12.7,143.0,0
52,F,Engineering,1,Single,9867.0,35,No,3,9.5,168.0,0
34,F,Support,2,Single,5164.0,31,Yes,4,9.8,64.0,1
61,F,Sales,3,Married,8208.0,19,Yes,3,8.5,128.0,0
58,F,Finance,2,Single,9980.0,35,No,3,1.6,118.0,0
34,M,Support,2,Single,4466.0,26,No,1,15.9,186.0,0
36,M,Engineering,4,Married,6182.0,23,No,2,16.1,142.0,0
20,M,HR,1,Single,5454.0,13,No,1,1.4,130.0,0
41,F,Engineering,1,Divorced,8000.0,7,No,2,7.1,78.0,0
27,F,Finance,4,Married,5503.0,23,No,3,3.0,195.0,0
22,F,Engineering,2,Married,3784.0,27,No,3,13.1,79.0,1
62,F,Engineering,1,Single,12654.0,13,No,3,14.7,44.0,0
46,F,Finance,4,Married,7610.0,7,No,2,7.800000000000001,16.0,0
46,M,Sales,2,Married,12240.0,28,No,3,3.8,197.0,0
64,F,Engineering,2,Single,8990.0,23,No,3,-0.1999999999999999,8.0,0
33,M,Sales,2,Divorced,13085.0,28,No,3,7.6,66.0,0
63,M,Sales,4,Single,6083.0,40,Yes,3,14.2,48.0,0
50,F,Support,4,Single,7115.0,6,No,3,12.4,46.0,0
48,F,Finance,2,Married,3885.0,26,Yes,3,7.699999999999999,2.0,0
37,M,Engineering,4,Married,5121.0,19,No,3,15.7,117.0,0
38,M,Sales,1,Married,5571.0,1,Yes,3,-0.3999999999999999,165.0,0
39,F,Sales,1,Married,9744.0,18,Yes,4,10.6,155.0,0
44,F,HR,2,Single,4948.0,35,Yes,3,8.0,21.0,0
64,F,Engineering,1,Married,6834.0,26,Yes,1,6.300000000000001,148.0,0
62,M,Sales,1,Married,6396.0,10,No,2,8.2,90.0,0
63,M,Engineering,3,Married,7411.0,30,No,3,4.7,10.0,0
49,M,Engineering,5,Married,5731.0,4,No,3,7.199999999999999,59.0,0
26,F,Finance,4,Single,3296.0,21,No,2,0.6000000000000001,177.0,0
59,M,HR,5,Married,5584.0,32,No,3,15.6,62.0,0
19,M,Engineering,2,Divorced,10135.0,4,No,3,17.8,190.0,0
27,F,Engineering,1,Married,8536.0,3,No,3,9.9,59.0,0
49,F,Finance,4,Married,3195.0,29,Yes,3,3.9,72.0,0
51,M,Finance,1,Single,5519.0,16,Yes,3,12.8,66.0,0
60,F,Finance,1,Married,6649.0,25,Yes,3,6.300000000000001,88.0,0
32,M,Sales,1,Divorced,4045.0,11,No,3,17.5,70.0,0
50,M,Finance,2,Married,4931.0,22,No,2,5.1,170.0,0
53,M,Finance,1,Single,5077.0,5,Yes,1,14.8,50.0,0
61,M,Sales,1,Married,10219.0,5,No,4,1.1,83.0,0
58,M,Finance,1,Single,3114.0,31,No,2,8.6,143.0,0
38,F,Finance,1,Married,6096.0,27,No,3,7.699999999999999,4.0,0
63,F,Support,1,Single,5023.0,23,No,4,1.7000000000000002,151.0,0
37,F,Sales,1,Married,8943.0,17,No,3,11.2,49.0,0
60,M,HR,2,Married,3923.0,1,Yes,2,3.5,74.0,0
18,M,Engineering,2,Single,6644.0,8,Yes,3,4.4,46.0,0
23,M,Sales,5,Single,15292.0,15,No,3,7.3,34.0,1
22,M,Engineering,1,Single,10216.0,14,No,3,22.9,145.0,0
50,M,Engineering,1,Married,3812.0,29,No,1,16.0,151.0,1
57,M,Sales,3,Single,3696.0,34,No,2,16.1,145.0,1
55,M,Engineering,2,Married,7246.0,31,No,2,3.5,115.0,0
22,M,Support,2,Married,4416.0,2,No,3,3.9,174.0,0
55,F,Finance,2,Single,3033.0,26,No,3,6.6,175.0,0
44,M,Finance,5,Divorced,2821.0,4,No,3,3.1,164.0,0
29,F,Sales,1,Single,10952.0,3,Yes,3,24.4,192.0,0
23,F,Engineering,2,Married,4765.0,39,Yes,4,23.9,28.0,0
44,F,Support,3,Single,5285.0,37,No,3,1.6,108.0,0
37,M,Engineering,1,Single,16468.0,16,Yes,1,14.3,189.0,0
23,F,Engineering,4,Married,5803.0,5,No,3,17.8,160.0,0
41,M,Engineering,1,Single,4977.0,21,No,1,26.7,139.0,1
28,M,Finance,3,Married,6578.0,3,Yes,3,21.8,52.0,1
26,F,Support,3,Single,7042.0,3,No,3,3.0,106.0,0
44,M,Finance,1,Divorced,8410.0,15,No,3,9.4,21.0,0
30,F,Engineering,1,Single,12248.0,34,Yes,2,9.6,58.0,0
37,M,Support,2,Single,3772.0,22,No,3,4.6,1.0,0
25,M,Support,2,Married,4933.0,13,No,3,3.9,87.0,0
24,M,Finance,3,Single,35395.0,35,No,3,15.8,64.0,0
34,F,HR,2,Married,8098.0,23,Yes,3,0.7999999999999998,77.0,0
57,M,Sales,1,Divorced,6817.0,31,No,2,5.0,163.0,0
36,M,Sales,2,Married,19512.0,1,Yes,3,4.2,84.0,0
33,F,Sales,2,Married,10675.0,19,No,2,25.0,2.0,1
48,F,Engineering,1,Married,7410.0,26,No,3,8.4,104.0,0
27,F,Support,1,Married,11776.0,33,No,3,5.6,1.0,0
59,M,Support,1,Single,5966.0,4,No,3,27.2,125.0,0
63,F,Engineering,1,Married,6267.0,16,Yes,3,8.5,127.0,1
28,F,Engineering,1,Divorced,3689.0,5,No,3,14.0,118.0,0
33,M,Engineering,1,Single,3664.0,22,No,4,16.8,7.0,0
49,M,Sales,1,Single,4613.0,7,No,4,17.3,153.0,1
33,F,Engineering,2,Single,9052.0,36,No,3,4.1,46.0,0
43,M,Engineering,1,Single,3230.0,0,No,2,13.0,15.0,0
51,F,Sales,3,Married,7320.0,29,No,3,8.0,158.0,0
31,M,Sales,3,Single,4204.0,8,Yes,3,42.3,198.0,0
25,M,Engineering,1,Divorced,4909.0,9,No,3,5.3,171.0,0
30,M,Finance,1,Married,15338.0,24,No,3,15.0,9.0,0
29,M,Sales,3,Single,16707.0,4,No,3,21.2,141.0,0
25,M,Sales,2,Single,7424.0,30,Yes,3,12.0,168.0,0
41,F,Engineering,2,Married,6750.0,17,Yes,3,1.4,59.0,0
58,F,Engineering,3,Married,4431.0,31,No,2,3.1,106.0,0
